record_key,place_id,data_id,restaurant_name,address,section,item_name,description,price,currency,source_url,source_type,raw_text
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Soups & Salads,Chilled Yellow Tomato Soup,,12,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Chilled Yellow Tomato Soup $12
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Chilled Yellow Tomato Soup $12,Dandelion Salad,,14,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Dandelion Salad $14
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Dandelion Salad $14,Baby Gem Caesar Salad,,16,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Baby Gem Caesar Salad $16
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Baby Gem Caesar Salad $16,English Waldorf Salad,,14,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,English Waldorf Salad $14
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Fish & Shellfish,East Coast Oysters*,,21,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,East Coast Oysters* $21
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",East Coast Oysters* $21,cucumber mignonette,shot of guiness & oyster,7,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,cucumber mignonette | shot of guiness & oyster $7
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",East Coast Oysters* $21,Crab Salad,,22,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Crab Salad $22
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Crab Salad $22,Pint of Prawns,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Pint of Prawns $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Pint of Prawns $20,Smoked Salmon and Trout Pâté,,19,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Smoked Salmon and Trout Pâté $19
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Sandwiches,Grilled Chicken Sandwich,,18,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Grilled Chicken Sandwich $18
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Grilled Chicken Sandwich $18,Warm Roast Beef Sandwich*,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Warm Roast Beef Sandwich* $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Warm Roast Beef Sandwich* $20,Dandelion Turkey Club Sandwich,,19,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Dandelion Turkey Club Sandwich $19
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Dandelion Turkey Club Sandwich $19,Crispy Skate Sandwich,,18,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Crispy Skate Sandwich $18
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",From the Farm,The Dandy Burger*,,28,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,The Dandy Burger* $28
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",The Dandy Burger* $28,dry-aged,"oz. burger, churchill sauce, sharp cheddar, smoked bacon, pickles",8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,"dry-aged 8 oz. burger, churchill sauce, sharp cheddar, smoked bacon, pickles"
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",The Dandy Burger* $28,Rabbit Pie,,25,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Rabbit Pie $25
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Rabbit Pie $25,Tandoori Chicken,,26,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Tandoori Chicken $26
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Tandoori Chicken $26,Grilled Chicken Paillard Salad,,19,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Grilled Chicken Paillard Salad $19
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",From the Sea,Grilled Salmon,,28,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Grilled Salmon $28
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Grilled Salmon $28,Cider Steamed Mussels,,28,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Cider Steamed Mussels $28
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Pasta & Risotto,Macaroni & Cheese,,16,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Macaroni & Cheese $16
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Macaroni & Cheese $16,Artichoke Risotto,,17,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Artichoke Risotto $17
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Classics,Lamb Shepherd's Pie,,24,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Lamb Shepherd's Pie $24
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Lamb Shepherd's Pie $24,Bangers & Mash,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Bangers & Mash $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Bangers & Mash $20,Fish & Chips,,31,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Fish & Chips $31
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Sides,Green Beans,,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Green Beans $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Green Beans $8,Triple Cooked Chips,,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Triple Cooked Chips $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Triple Cooked Chips $8,Potato Mash,,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Potato Mash $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Potato Mash $8,Tricolor Carrots,,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Tricolor Carrots $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Tricolor Carrots $8,Fire Roasted Sweet Potato,,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Fire Roasted Sweet Potato $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Snacks,Deviled Eggs,,12,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Deviled Eggs $12
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Deviled Eggs $12,East Coast Oysters*,,21,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,East Coast Oysters* $21
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",East Coast Oysters* $21,Marinated Bar Olives,,9,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Marinated Bar Olives $9
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Pickled Beetroot $15,Welsh Rarebit,.5,8,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Welsh Rarebit $8.5
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Snacks (cont.),Chicken & Duck Liver Parfait*,,16,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Chicken & Duck Liver Parfait* $16
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Chicken & Duck Liver Parfait* $16,Smoked Salmon and Trout Pâté,,16,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Smoked Salmon and Trout Pâté $16
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Smoked Salmon and Trout Pâté $16,Pint of Prawns,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Pint of Prawns $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Pint of Prawns $20,Billingsgate Crab Croquettes,,18,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Billingsgate Crab Croquettes $18
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Billingsgate Crab Croquettes $18,Beef Tartare*,,18,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Beef Tartare* $18
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Soups & Salads,Dandelion Salad,,14,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Dandelion Salad $14
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Baby Gem Caesar Salad $16,Chilled Yellow Tomato Soup,,12,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Chilled Yellow Tomato Soup $12
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Chilled Yellow Tomato Soup $12,English Waldorf Salad,,14,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,English Waldorf Salad $14
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Classics,The Dandy Burger*,,28,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,The Dandy Burger* $28
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",The Dandy Burger* $28,Fish & Chips,,31,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Fish & Chips $31
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Fish & Chips $31,Macaroni & Cheese,,16,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Macaroni & Cheese $16
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Macaroni & Cheese $16,Bangers & Mash,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Bangers & Mash $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Bangers & Mash $20,Lamb Shepherd's Pie,,24,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Lamb Shepherd's Pie $24
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Lamb Shepherd's Pie $24,Available Monday – Friday,-5PM,3,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Available Monday – Friday 3-5PM
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Tea Tiers,All Tiers are recommended for,guests. Add a Glass of House Champagne or a Rose Mimosa $8,2,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,All Tiers are recommended for 2 guests. Add a Glass of House Champagne or a Rose Mimosa $8
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Tea Tiers,Down the Rabbit Hole,,30,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Down the Rabbit Hole $30
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Down the Rabbit Hole $30,A Royal Occasion,,60,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,A Royal Occasion $60
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",A Royal Occasion $60,Who Stole the Tarts,,20,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,Who Stole the Tarts $20
place_id:ChIJCQbEvTDGxokRneVcOpxMXDI,ChIJCQbEvTDGxokRneVcOpxMXDI,0x89c6c630bdc40609:0x325c4c9c3a5ce59d,The Dandelion,"124 S 18th St, Philadelphia, PA 19103",Tea Pots,“The Queen’s Croquet Ground” teapigs,/$12,7,USD,https://thedandelionpub.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,html_heuristic,“The Queen’s Croquet Ground” teapigs $7/$12
