place_id,data_id,name,rating,review_count,price,type,types,address,phone,website,latitude,longitude,labels,search_neighborhoods
ChIJQa1JHDDGxokRGExiHLDYVOA,0x89c6c6301c49ad41:0xe054d8b01c624c18,Harp & Crown,4.5,2466.0,$20–70,Gastropub,"Gastropub, Bar, Fine dining restaurant, New American restaurant, Restaurant","1525 Sansom St, Philadelphia, PA 19102",(215) 330-2800,https://harpcrown.com/,39.9505176,-75.16680319999999,"gluten free restaurants, restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJocR57YTIxokRVbmWuISm8ww,0x89c6c884ed79c4a1:0xcf3a684b896b955,Buddakan,4.6,2784.0,$40–100,Restaurant,"Restaurant, Asian fusion restaurant, Asian restaurant, Chinese restaurant, Chinese takeaway, Cocktail bar, Family restaurant, Japanese restaurant, Takeout Restaurant","325 Chestnut St, Philadelphia, PA 19106",(215) 574-9440,https://buddakan.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,39.9490386,-75.1471998,"Chinese restaurants, Japanese restaurants, gluten free restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJvVEYlSXGxokR-T68hnrA0oI,0x89c6c625951851bd:0x82d2c07a86bc3ef9,Little Nonna's,4.5,1840.0,$20–30,Italian restaurant,"Italian restaurant, Bar, Restaurant","1234 Locust St, Philadelphia, PA 19107",(215) 546-2100,http://littlenonnas.com/,39.9477899,-75.16183989999999,"Italian restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ_8Tvm4XIxokRBA-RzDneztg,0x89c6c8859befc4ff:0xd8cede39cc910f04,Cuba Libre Restaurant & Rum Bar,4.3,3931.0,$20–70,Cuban restaurant,Cuban restaurant,"10 S 2nd St, Philadelphia, PA 19106",(215) 627-0666,https://cubalibrerestaurant.com/en/philadelphia,39.9496092,-75.1439376,restaurants,"Center City Philadelphia PA, Old City Philadelphia PA"
ChIJTWDZayTHxokReMNouSIghWM,0x89c6c7246bd9604d:0x63852022b968c378,Monster Vegan,4.7,1345.0,,Vegan restaurant,"Vegan restaurant, Bar, Caterer, Cocktail bar, Fusion restaurant, Health food restaurant, Italian restaurant, Pasta shop, Sandwich shop, Vegetarian restaurant","1229 Spruce St, Philadelphia, PA 19107",(215) 790-9494,https://themonstervegan.com/?utm_source=google,39.946833399999996,-75.1622221,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJq7hqXS_GxokRbm5ud0CYz2Q,0x89c6c62f5d6ab8ab:0x64cf9840776e6e6e,Charlie was a sinner.,4.5,1951.0,$20–80,Vegan restaurant,"Vegan restaurant, Bar, Cocktail bar, Small plates restaurant","131 S 13th St, Philadelphia, PA 19107",(267) 758-5372,http://charliewasasinner.com/,39.9495103,-75.1617716,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJNzo2khjJxokRRSYqIP0Pqko,0x89c6c91892363a37:0x4aaa0ffd202a2645,Fitz on 4th,4.8,625.0,$20–60,Vegan restaurant,"Vegan restaurant, Cocktail bar, Lounge bar","743 S 4th St, Philadelphia, PA 19147",(215) 315-8989,https://fitzon4th.com/,39.9390631,-75.1495946,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJdfu97iXGxokRm788hygMp1w,0x89c6c625eebdfb75:0x5ca70c28873cbf9b,Vedge,4.8,1778.0,$50–100,Vegan restaurant,"Vegan restaurant, Bar, Restaurant","1221 Locust St, Philadelphia, PA 19107",(215) 320-7500,http://www.vedgerestaurant.com/,39.9478911,-75.16138889999999,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJU7EN0vTJxokRmSuoPgt_idI,0x89c6c9f4d20db153:0xd2897f0b3ea82b99,Pietramala,4.7,313.0,$40–100,Vegan restaurant,Vegan restaurant,"614 N 2nd St, Philadelphia, PA 19123",(215) 970-9541,http://pietramalaphl.com/,39.9614354,-75.1414724,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJC0K8mTDGxokRNJyjc12g9Do,0x89c6c63099bc420b:0x3af4a05d73a39c34,Bar Bombón,4.5,1763.0,$20–30,Vegan restaurant,"Vegan restaurant, Mexican restaurant, Latin American restaurant, Vegetarian restaurant","133 S 18th St, Philadelphia, PA 19103",(267) 606-6612,http://barbombon.com/,39.9506108,-75.1704494,"Mexican restaurants, gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJDXEQju3HxokRWkwa9ikjU6M,0x89c6c7ed8e10710d:0xa3532329f61a4c5a,Yellow Bicycle Canteen,4.9,265.0,$10–20,Vegetarian restaurant,Vegetarian restaurant,"930 Locust St, Philadelphia, PA 19107",(215) 515-3749,http://yellowbicyclecanteen.com/,39.9472224,-75.157279,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA"
ChIJb0CYXPnJxokRSjhH_IJl71w,0x89c6c9f95c98406f:0x5cef6582fc47384a,Lightbox Cafe,4.7,158.0,$10–20,Vegan restaurant,"Vegan restaurant, Cafe, Herbal medicine store, Organic restaurant, Vegetarian cafe and deli","704 S 4th St, Philadelphia, PA 19147",(267) 687-1649,http://www.lightboxphilly.com/,39.940420599999996,-75.1496878,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJ86_ZcgvGxokRxtycLTI_HXA,0x89c6c60b72d9aff3:0x701d3f322d9cdcc6,Miss Rachel's Pantry,4.9,226.0,$100+,Vegan restaurant,"Vegan restaurant, Kosher restaurant, Restaurant","1938 S Chadwick St, Philadelphia, PA 19145",(215) 821-8478,http://www.missrachelspantry.com/,39.926522,-75.1737663,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJwZNfvTDGxokRc1aKWJNdKnE,0x89c6c630bd5f93c1:0x712a5d93588a5673,HipCityVeg,4.5,1119.0,$10–20,Vegan restaurant,"Vegan restaurant, Fast food restaurant, Health food restaurant, Kosher restaurant, Vegetarian restaurant","127 S 18th St, Philadelphia, PA 19103",(215) 278-7605,https://hipcityveg.com/philadelphia/,39.9507609,-75.1703976,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJH5RhK9vHxokR8O8EEWtCRYo,0x89c6c7db2b61941f:0x8a45426b1104eff0,Kiddo,4.7,278.0,$30–70,New American restaurant,"New American restaurant, Restaurant","1138 Pine St, Philadelphia, PA 19107",(215) 398-3377,https://kiddorestaurant.com/,39.944924199999996,-75.16123379999999,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJuVTXmGTIxokRtq0AVdWKF0k,0x89c6c86498d754b9:0x49178ad55500adb6,Joy Cafe,4.5,456.0,$10–20,Vegan restaurant,Vegan restaurant,"630 N 2nd St, Philadelphia, PA 19123",(215) 922-1003,http://www.myjoycafe.com/,39.961759,-75.141334,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA"
ChIJjUm0GjDGxokRohcjlFpPKvc,0x89c6c6301ab4498d:0xf72a4f5a942317a2,Goldie,4.6,1029.0,$10–20,Vegan restaurant,"Vegan restaurant, Israeli restaurant, Kosher restaurant, Falafel restaurant","1911 Sansom St, Philadelphia, PA 19102",(267) 239-0777,http://goldiefalafel.com/,39.9512236,-75.1725538,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJe5mUTprHxokRxTaAF_FIwKw,0x89c6c79a4e94997b:0xacc048f1178036c5,LUHV VEGAN DELI,4.6,419.0,$10–20,Vegan restaurant,Vegan restaurant,"51 N 12th St, Philadelphia, PA 19107",(267) 758-5779,https://deli.luhvfood.com/,39.9534295,-75.15919099999999,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJ-17R8OfHxokRDL1frSKBAb4,0x89c6c7e7f0d15efb:0xbe018122ad5fbd0c,Unit Su Vege 素舍,4.7,789.0,$10–20,Vegetarian restaurant,"Vegetarian restaurant, Chinese restaurant, Restaurant","2000 Hamilton St #106, Philadelphia, PA 19130",(215) 988-1888,http://www.unitsuvege.com/,39.962287499999995,-75.1724119,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ9Xd1ZQnpxokRiuaXoaGG0pg,0x89c6e909657577f5:0x98d286a1a197e68a,Batter & Crumbs Vegan Bakery and Cafe,4.9,1139.0,$10–20,Vegan restaurant,"Vegan restaurant, Bakery, Cafe, Caterer, Coffee shop, Wedding bakery","1401 Reed St, Philadelphia, PA 19146",(267) 319-8852,http://www.batterandcrumbs.com/,39.933218,-75.168802,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJ30crYenHxokRQkYVmLA1W9g,0x89c6c7e9612b47df:0xd85b35b098154642,Luhv Vegan Bistro,4.8,129.0,$10–20,Vegan restaurant,Vegan restaurant,"1131 S 19th St, Philadelphia, PA 19146",(215) 608-1081,https://www.luhvfood.com/,39.9377439,-75.174798,"gluten free restaurants, vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJi99lRRrGxokRL9PTE3F_A3g,0x89c6c61a4565df8b:0x78037f7113d3d32f,The Tasty,4.6,780.0,$10–20,Vegan restaurant,"Vegan restaurant, Cafe","1401 S 12th St, Philadelphia, PA 19147",(267) 457-5670,http://www.thetastyphilly.com/,39.9323742,-75.16403009999999,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJO5A33ijGxokRucuIqmJ-Ti0,0x89c6c628de37903b:0x2d4e7e62aa88cbb9,Naked Lunch,4.3,201.0,$10–20,Vegan restaurant,"Vegan restaurant, Juice shop, Restaurant, Organic restaurant, Vegetarian restaurant","34 S 11th St, Philadelphia, PA 19107",(215) 709-0022,https://momsorganicmarket.com/nakedlunch/,39.950787399999996,-75.1586421,vegan restaurants,Center City Philadelphia PA
ChIJ9f8_GjTGxokRajjkD00E80Y,0x89c6c6341a3ffff5:0x46f3044d0fe4386a,Harper's Garden,4.1,1356.0,$20–30,Restaurant,Restaurant,"31 S 18th St, Philadelphia, PA 19103",(267) 886-8552,http://harpersgardenphilly.com/,39.952383999999995,-75.1698569,"gluten free restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ6cNwac7JxokRc_0NOksmQnY,0x89c6c9ce6970c3e9:0x7642264b3a0dfd73,Nourish,4.5,722.0,$10–20,Restaurant,Restaurant,"177 W Girard Ave, Philadelphia, PA 19123",(267) 761-9242,https://letsgetnourished.com/,39.969612,-75.13887,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Fishtown Philadelphia PA, Old City Philadelphia PA"
ChIJscL6ITfGxokRfShboV-CLIY,0x89c6c63721fac2b1:0x862c825fa15b287d,Mama's Vegetarian Falafel,4.7,709.0,$10–20,Vegetarian restaurant,"Vegetarian restaurant, Falafel restaurant, Kosher restaurant, Mediterranean restaurant, Middle Eastern restaurant, Vegan restaurant","18 S 20th St, Philadelphia, PA 19103",(215) 751-0477,https://mamasfalafels.com/,39.952695999999996,-75.1734857,"vegan restaurants, vegetarian restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJ6SuyUYrHxokR-4BpMK0WIiM,0x89c6c78a51b22be9:0x232216ad306980fb,Osteria Ama Philly,4.8,3106.0,$20–40,Italian restaurant,Italian restaurant,"1905 Chestnut St, Philadelphia, PA 19103",(484) 355-4133,http://osteriaama-philly.com/,39.9520555,-75.1721628,"Italian restaurants, gluten free restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJefqHgEfGxokR2yiX5q2ggWw,0x89c6c6478087fa79:0x6c81a0ade69728db,Trattoria Carina,4.5,633.0,$30–40,Italian restaurant,"Italian restaurant, Restaurant","2201 Spruce St, Philadelphia, PA 19103",(215) 732-5818,http://trattoriacarina.com/,39.9487178,-75.1779629,Italian restaurants,"Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJS5m6X-fJxokRLklMwIFLzls,0x89c6c9e75fba994b:0x5bce4b81c04c492e,Olea,4.8,406.0,$30–70,Restaurant,Restaurant,"232 Arch St, Philadelphia, PA 19106",(267) 519-8315,http://oleaphilly.com/,39.9519494,-75.1443869,"Italian restaurants, gluten free restaurants, restaurants, vegetarian restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJY8A3VSTGxokRQBRpttIUSRU,0x89c6c6245537c063:0x154914d2b6691440,Vetri Cucina,4.8,856.0,$100+,Italian restaurant,"Italian restaurant, Fine dining restaurant","1312 Spruce St, Philadelphia, PA 19107",(215) 732-3478,http://www.vetricucina.com/,39.9467259,-75.16317719999999,Italian restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJX6c5BajHxokRW4G0y0ZU4q4,0x89c6c7a80539a75f:0xaee25446cbb4815b,Via Locusta,4.5,792.0,$40–80,Italian restaurant,Italian restaurant,"1723 Locust St, Philadelphia, PA 19103",(215) 642-0020,https://vialocusta.com/,39.9490546,-75.1703084,"Italian restaurants, gluten free restaurants, restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJbYZ7rkTHxokRfhIPW-VgDb4,0x89c6c744ae7b866d:0xbe0d60e55b0f127e,Giuseppe & Sons,4.4,1389.0,$30–80,Italian restaurant,Italian restaurant,"1523 Sansom St, Philadelphia, PA 19102",(215) 399-9199,https://giuseppesons.com/,39.9504997,-75.1666931,Italian restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ20RtkiTGxokRhppVZdYzvq0,0x89c6c624926d44db:0xadbe33d665559a86,Giorgio On Pine,4.6,1625.0,$20–30,Italian restaurant,"Italian restaurant, Restaurant","1328 Pine St, Philadelphia, PA 19107",(215) 545-6265,https://www.giorgio-on-pine.com/,39.9453284,-75.1640891,"Italian restaurants, gluten free restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJVeUMlCHGxokRdP2paCKlYn8,0x89c6c621940ce555:0x7f62a52268a9fd74,Dante & Luigi's,4.7,1145.0,$30–80,Italian restaurant,"Italian restaurant, Restaurant","762 S 10th St, Philadelphia, PA 19147",(215) 922-9501,http://www.danteandluigis.com/,39.9400781,-75.15946269999999,"Italian restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA, Rittenhouse Philadelphia PA, South Philadelphia PA, University City Philadelphia PA"
ChIJJVpz9DDGxokRt3_x8-dzlsA,0x89c6c630f4735a25:0xc09673e7f3f17fb7,Gran Caffe L'Aquila,4.6,3450.0,$10–50,Italian restaurant,"Italian restaurant, Coffee shop, Coffee store, Gourmet grocery store, Ice cream shop, Italian grocery store, Restaurant","1716 Chestnut St, Philadelphia, PA 19103",(215) 568-5600,https://grancaffelaquila.com/,39.951438499999995,-75.1694882,Italian restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJIVGRTSnGxokR6t2cdmm0TJ0,0x89c6c6294d915121:0x9d4cb469769cddea,Maggiano's Little Italy,4.4,5068.0,$20–60,Italian restaurant,"Italian restaurant, Bar, Caterer, Event venue, Family restaurant, Lunch restaurant, Takeout Restaurant, Restaurant, Wine bar","1201 Filbert St, Philadelphia, PA 19107",(215) 567-2020,https://www.maggianos.com/locations/pennsylvania/philadelphia/1201-filbert-st.?utm_source=google&utm_medium=organic&utm_campaign=Maggianos,39.953204199999995,-75.1602278,"Italian restaurants, gluten free restaurants","Center City Philadelphia PA, University City Philadelphia PA"
ChIJNwgubxLHxokREhCMYfwrK5g,0x89c6c7126f2e0837:0x982b2bfc618c1012,Alice,4.7,218.0,$50–100,American restaurant,American restaurant,"901 Christian St, Philadelphia, PA 19147",(215) 798-6766,https://www.alicephiladelphia.com/,39.939152299999996,-75.1579221,Italian restaurants,"Center City Philadelphia PA, South Philadelphia PA"
ChIJUTl4lzrGxokR3KimknnGwp8,0x89c6c63a97783951:0x9fc2c67992a6a8dc,Bellini,4.5,806.0,$30–60,Italian restaurant,"Italian restaurant, Fine dining restaurant","220 S 16th St, Philadelphia, PA 19102",(215) 545-1191,https://belliniphiladelphia.com/,39.9490264,-75.1677759,"Italian restaurants, gluten free restaurants","Center City Philadelphia PA, Rittenhouse Philadelphia PA, University City Philadelphia PA"
ChIJ6aMgegDJxokRnrnZwnFhxs0,0x89c6c9007a20a3e9:0xcdc66171c2d9b99e,IL GUSTO,5.0,50.0,$20–30,Italian restaurant,"Italian restaurant, Family restaurant","114 Chestnut St, Philadelphia, PA 19106",(215) 518-9092,https://ilgustotavola.com/,39.9482084,-75.14315839999999,"Italian restaurants, gluten free restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJq6pFv0fGxokR2lNwZLzH4Es,0x89c6c647bf45aaab:0x4be0c7bc647053da,Ambrosia Ristorante,4.5,866.0,$30–70,Italian restaurant,Italian restaurant,"231 S 24th St, Philadelphia, PA 19103",(215) 703-2010,https://www.ambrosiaphilly.com/,39.9499904,-75.1796342,Italian restaurants,"Center City Philadelphia PA, Rittenhouse Philadelphia PA"
ChIJZUvdSdHHxokRQ7KBGh-BHr0,0x89c6c7d149dd4b65:0xbd1e811f1a81b243,Osteria,4.5,1514.0,$50–100,Italian restaurant,"Italian restaurant, Restaurant","640 N Broad St, Philadelphia, PA 19130",(215) 763-0920,https://www.osteriaphilly.com/,39.9650099,-75.161102,Italian restaurants,Center City Philadelphia PA
ChIJ6ZizgI_IxokRMfvmuRIZVKY,0x89c6c88f80b398e9:0xa6541912b9e6fb31,Spasso Italian Grill,4.5,1448.0,$20–50,Italian restaurant,"Italian restaurant, Bar, Restaurant","34 S Front St, Philadelphia, PA 19106",(215) 592-7661,http://www.spassoitaliangrill.com/,39.948706,-75.142687,"Italian restaurants, gluten free restaurants, restaurants","Center City Philadelphia PA, Old City Philadelphia PA"
ChIJG2axyiXGxokRxc97W_zV1k8,0x89c6c625cab1661b:0x4fd6d5fc5b7bcfc5,Mercato,4.4,498.0,,Italian restaurant,"Italian restaurant, Caterer, Pasta shop, Seafood restaurant, Vegetarian restaurant","1216 Spruce St, Philadelphia, PA 19107",(215) 985-2962,https://mercatobyob.com/?utm_source=google,39.9465088,-75.16176639999999,Italian restaurants,Center City Philadelphia PA
ChIJsduoUjrGxokR0c5eqm_63ZM,0x89c6c63a52a8dbb1:0x93ddfa6faa5eced1,La Fontana Della Citta,3.8,670.0,$30–60,Italian restaurant,"Italian restaurant, Restaurant","1701 Spruce St, Philadelphia, PA 19103",(215) 875-9990,https://www.lafontanaphl.com/,39.9477103,-75.1697075,Italian restaurants,Center City Philadelphia PA
